АВС/ DEF;От;До;Емкость;Оператор;Регион;Территория ГАР;ИНН
347;8928600;8928606;7;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8928607;8928608;2;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8928609;8928612;4;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8928613;8928613;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8928614;8928615;2;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8928616;8928616;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8928617;8928663;47;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8928700;8928719;20;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8928800;8928800;1;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8928801;8928801;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8928802;8928833;32;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8928834;8928834;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8928835;8928895;61;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8928900;8928904;5;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8928905;8928905;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8928906;8928913;8;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8928914;8928914;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8928915;8928939;25;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8929000;8929299;300;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8929600;8929609;10;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8929610;8929610;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8929611;8929644;34;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8929645;8929645;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8929646;8929671;26;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8929672;8929672;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8929673;8929718;46;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8929719;8929719;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8929720;8929733;14;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8929734;8929734;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8929735;8929806;72;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8929807;8929809;3;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8929810;8929810;1;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8929811;8929811;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8929812;8929909;98;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;8929910;8929910;1;ПАО "Ростелеком";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;7707049388
347;8929911;8929959;49;ПАО "БАШИНФОРМСВЯЗЬ";р-н Кугарчинский|Республика Башкортостан;м.р-н Кугарчинский|Республика Башкортостан;0274018377
347;9120000;9121999;2000;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9122100;9122298;199;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9122299;9122299;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9122300;9122407;108;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9122408;9122408;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9122409;9122423;15;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9122424;9122424;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9122425;9122680;256;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9122681;9122681;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9122682;9122912;231;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9122913;9122914;2;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9122915;9122957;43;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9122958;9122959;2;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9122960;9122999;40;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9129000;9129199;200;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9129900;9129999;100;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9133100;9133485;386;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9133486;9133486;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9133487;9133999;513;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9136100;9136299;200;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9136300;9136300;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9136301;9136599;299;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9139600;9139791;192;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9139792;9139792;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9139793;9139999;207;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9140000;9140199;200;ПАО "Мобильные ТелеСистемы";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7740000076
347;9140300;9140360;61;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9140361;9140361;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9140362;9140362;1;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9140363;9140363;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9140364;9140399;36;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9140500;9140577;78;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9140578;9140578;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9140579;9140799;221;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9141300;9141599;300;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9142200;9142301;102;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9142302;9142302;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9142303;9142404;102;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9142405;9142405;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9142406;9142436;31;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9142437;9142437;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9142438;9142540;103;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9142541;9142541;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9142542;9142599;58;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9143000;9143195;196;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9143196;9143196;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9143197;9143230;34;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9143231;9143231;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9143232;9143546;315;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9143547;9143547;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9143548;9143677;130;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9143678;9143678;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9143679;9143708;30;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9143709;9143709;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9143710;9143727;18;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9143728;9143728;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9143729;9143771;43;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9143772;9143772;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9143773;9144319;547;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9144320;9144320;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9144321;9144525;205;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9144526;9144527;2;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9144528;9144531;4;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9144532;9144532;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9144533;9144533;1;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9144534;9144534;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9144535;9144720;186;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9144721;9144721;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9144722;9144761;40;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9144762;9144763;2;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9144764;9144841;78;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9144842;9144842;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9144843;9144899;57;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9145000;9145376;377;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9145377;9145377;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9145378;9145419;42;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9145420;9145420;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9145421;9145726;306;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9145727;9145727;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9145728;9145999;272;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9146200;9146250;51;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9146251;9146251;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9146252;9146299;48;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9146400;9146675;276;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9146676;9146676;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9146677;9146687;11;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9146688;9146688;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9146689;9146735;47;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9146800;9146867;68;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9146868;9146868;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9146869;9146899;31;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9147100;9147178;79;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9147179;9147179;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9147180;9147199;20;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9147400;9147441;42;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9147442;9147442;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9147443;9147448;6;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9147449;9147449;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9147450;9147799;350;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9147800;9147800;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9147801;9147899;99;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9148100;9148139;40;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9148140;9148140;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9148141;9148248;108;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9148249;9148249;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9148250;9148399;150;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9148600;9148615;16;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9148616;9148616;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9148617;9148899;283;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9149100;9149199;100;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9149600;9149794;195;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9149795;9149795;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9149796;9149803;8;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9149804;9149804;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9149805;9149999;195;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9151000;9151499;500;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9151600;9151702;103;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9151703;9151703;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9151704;9151763;60;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9152000;9152405;406;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9152406;9152406;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9152407;9153038;632;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9153039;9153039;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9153040;9153283;244;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9153284;9153284;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9153285;9153641;357;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9153642;9153642;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9153643;9153689;47;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9153690;9153690;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9153691;9153821;131;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9153822;9153822;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9153823;9153900;78;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9153901;9153901;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9153902;9153999;98;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9160000;9161278;1279;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9161279;9161279;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9161280;9161343;64;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9161344;9161344;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9161345;9164123;2779;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9164124;9164124;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9164125;9168827;4703;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9168828;9168828;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9168829;9169212;384;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
347;9169213;9169213;1;ПАО "Ростелеком";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;7707049388
347;9169214;9169999;786;ПАО "БАШИНФОРМСВЯЗЬ";р-н Учалинский|Республика Башкортостан;м.р-н Учалинский|Республика Башкортостан;0274018377
